User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
664,Chuối,Fruits,454,13.4,81.2,5.7,7.4,41.6,882,175,Bữa tối,812
220,Bơ,Dairy,447,39.4,7.6,36,5.1,44.3,440,289,Bữa sáng,456
93,Cơm,Grains,466,17.3,79.7,11.9,8.7,14.8,805,255,Bữa trưa,618
194,Sữa,Dairy,266,10.1,6.6,38.3,4.3,31.8,668,153,Bữa trưa,540
280,Nước,Beverages,215,14.7,76.4,46.2,6.4,49.9,681,102,Bữa phụ,771
417,Nước cam,Beverages,218,43.1,24.3,34.9,8.3,11.3,924,296,Bữa sáng,161
919,Trứng,Meat,266,26.7,58.6,46.4,4.9,26.1,749,210,Bữa phụ,579
382,Thịt bò bít tết,Meat,210,33.8,22.6,32.8,8.4,25.8,809,167,Bữa trưa,248
478,Quả táo,Fruits,67,2.4,33.4,20.5,4.6,7.9,440,87,Bữa sáng,208
232,Trà xanh,Beverages,241,13.2,76.7,5.8,5.4,49,965,116,Bữa phụ,348
462,Paneer,Dairy,298,33.7,49.4,47.7,3.2,36.6,618,135,Bữa trưa,690
105,Cơm,Grains,160,28.5,84.9,46.7,6.3,47.1,274,45,Bữa sáng,278
870,Trà xanh,Beverages,117,8.9,91.7,8.7,4.4,5,21,172,Bữa trưa,451
480,Bỏng ngô,Snack,190,27.6,30.6,34,4.6,10.6,159,97,Bữa tối,908
714,Quả nho,Fruits,430,27.2,77.4,16.1,8.5,2.8,919,129,Bữa trưa,573
465,Cơm,Grains,160,42.5,27.5,38.5,7.8,10.3,182,73,Bữa sáng,819
275,Yến mạch,Grains,404,35.4,98.3,26.1,5.1,43,432,99,Bữa sáng,929
754,Paneer,Dairy,486,24.7,66,9.8,1.9,4.9,21,19,Bữa tối,675
805,Sữa,Dairy,98,21.4,89.9,23.3,7.6,40.2,700,23,Bữa tối,319
292,Quả cam,Fruits,475,2.3,99,22,1.1,25.3,392,271,Bữa trưa,946
797,Trà xanh,Beverages,72,22,8.8,34.4,2.2,14.5,452,285,Bữa sáng,535
363,Bỏng ngô,Snack,436,38.5,22.9,16.8,0.2,16.1,660,135,Bữa sáng,152
412,Cơm,Grains,292,41.9,78.3,7.1,9,43.4,534,5,Bữa sáng,108
378,Cà chua,Vegetables,402,45.9,21.4,22.5,6.9,7.3,408,279,Bữa phụ,826
406,Trứng,Meat,454,26.8,27.4,42.8,4.6,28.6,112,156,Bữa phụ,101
790,Hạt,Snack,251,29.6,63.7,8.6,4.8,10,35,176,Bữa phụ,229
834,Mì ống,Grains,307,40.6,66,36.3,5.1,25.1,852,43,Bữa sáng,482
29,Cà chua,Vegetables,61,48.5,13.9,42.1,1.3,38.6,142,187,Bữa sáng,554
513,Mì ống,Grains,525,5,38.2,2.8,3.2,35,688,238,Bữa trưa,500
994,Trà xanh,Beverages,128,36.9,32.8,22.5,6.5,33.1,523,180,Bữa tối,645
297,Sữa lắc,Beverages,143,11.4,25.4,13.4,1.6,17.7,287,257,Bữa trưa,288
725,Chip,Snack,299,47.4,55.6,16.5,4.1,2.5,130,188,Bữa tối,369
517,Cà chua,Vegetables,211,29.7,72.1,20.4,2.8,38.7,596,35,Bữa tối,935
882,Quả dâu,Fruits,277,7,58.9,12.1,4.2,13.8,370,214,Bữa trưa,107
237,Cà rốt,Vegetables,549,42.7,56.7,11.1,5.2,36.1,911,188,Bữa phụ,474
692,Paneer,Dairy,87,41.1,99.3,49.3,9.4,42.7,11,84,Bữa tối,953
776,Trứng,Meat,267,31.7,61.6,15.6,0.6,41.4,492,17,Bữa tối,369
130,Rau chân vịt,Vegetables,533,3,23.5,20,1.6,16.1,281,282,Bữa sáng,398
107,Quinoa,Grains,167,31.6,91.9,31.3,5.1,22,837,7,Bữa tối,578
125,Thịt bò bít tết,Meat,524,36.7,34,16.9,8.8,43.8,734,233,Bữa phụ,348
99,Trà xanh,Beverages,210,12.6,62.2,4.6,0.4,1.7,672,271,Bữa sáng,474
442,Thịt lợn Chop,Meat,305,20.8,16.5,32.8,5.1,1.7,730,286,Bữa phụ,980
269,Chip,Snack,223,42.9,59.9,45,8.6,1.1,885,148,Bữa tối,962
778,Bơ,Dairy,257,41.1,41.4,17.1,6.9,29.9,293,172,Bữa trưa,714
199,Cà chua,Vegetables,257,33.9,45.5,20.1,6.5,7.3,994,157,Bữa trưa,964
223,Hạt,Snack,252,49.6,33.2,46.1,9.5,15.4,831,229,Bữa phụ,453
87,Sôcôla,Snack,111,11.7,64.9,35.5,4.9,25.5,126,183,Bữa trưa,937
21,Quả cam,Fruits,261,49.5,6.4,10,1.7,14.3,857,210,Bữa phụ,142
415,Cá hồi,Meat,566,16.5,37.7,25.8,6.2,34.8,970,67,Bữa phụ,643
863,Phô mai,Dairy,138,34.4,7.4,41.1,3.8,45.1,84,209,Bữa phụ,187
599,Cơm,Grains,505,15,57.4,10.4,3.9,25.5,519,244,Bữa phụ,376
396,Chuối,Fruits,560,9.2,40.3,31.1,8,45.2,942,229,Bữa tối,458
38,Quả dâu,Fruits,334,1.9,36.8,1,5.6,28.9,87,115,Bữa phụ,585
686,Bánh mỳ,Grains,361,21.3,5.7,48.1,0.2,28.1,609,285,Bữa tối,891
255,Cơm,Grains,58,30.7,23.9,41.2,9.7,26.2,612,82,Bữa tối,553
599,Hạt,Snack,183,37.1,13.2,9.6,2.8,21.2,464,121,Bữa phụ,950
798,Cà rốt,Vegetables,164,48,49.4,27.8,6.9,47.4,735,56,Bữa sáng,413
737,Bánh mỳ,Grains,381,4.8,46.9,44.2,5,18.4,881,160,Bữa sáng,331
245,Nước,Beverages,555,18.3,42.9,15.7,8.7,47.5,906,38,Bữa tối,336
641,Bỏng ngô,Snack,508,17.8,78.4,43,9.4,42.5,19,280,Bữa tối,600
843,Cà rốt,Vegetables,338,20.6,39,46,6.8,14.3,791,205,Bữa sáng,745
166,Bơ,Dairy,484,47.6,51.2,17.5,9,3.1,315,4,Bữa trưa,444
365,Chip,Snack,474,46.2,93.3,16.1,2.3,11.4,93,68,Bữa sáng,140
361,Cơm,Grains,492,41.2,94.8,27.4,2,24.2,411,275,Bữa sáng,150
123,Quả dâu,Fruits,182,8.6,29.2,42.2,7,42.1,119,252,Bữa trưa,994
984,Da ua,Dairy,399,33.4,61.5,4.2,8.7,34.9,752,198,Bữa sáng,912
674,Quả dâu,Fruits,582,45.3,23.4,45.4,4.3,26.2,378,25,Bữa sáng,605
722,Ức gà,Meat,470,26.1,11.9,16.2,2,17.2,693,288,Bữa phụ,609
640,Trứng,Meat,421,28.8,20.4,14.2,2.9,1.4,951,206,Bữa sáng,375
533,Khoai tây,Vegetables,359,10.3,56.5,21.2,2.5,14,670,300,Bữa phụ,747
578,Bông cải xanh,Vegetables,471,12.9,59.1,31.6,9.8,11.6,906,275,Bữa phụ,255
653,Thịt lợn Chop,Meat,237,13.4,21,19.8,7.8,12.2,374,193,Bữa trưa,538
202,Nước,Beverages,469,31.3,25.5,31.7,9,5.7,45,276,Bữa trưa,758
780,Mì ống,Grains,126,9.3,24.2,4.3,6.1,44.8,536,267,Bữa sáng,970
514,Cơm,Grains,408,17.1,17.1,7.4,3,24.1,933,16,Bữa trưa,832
153,Thịt bò bít tết,Meat,474,34.3,60.5,31.5,2.2,46.7,62,238,Bữa sáng,712
957,Trứng,Meat,431,16.5,6.9,43.6,3.9,17.3,514,117,Bữa trưa,302
565,Chip,Snack,475,11.6,53.7,6.3,1.6,13,115,274,Bữa phụ,116
674,Sữa,Dairy,267,41.2,35,32.2,4.5,49.6,446,296,Bữa trưa,547
472,Phô mai,Dairy,120,2.6,59.2,9.9,2.4,4.4,856,57,Bữa phụ,159
800,Cà phê,Beverages,401,12.8,59,50,6.2,41.7,582,43,Bữa sáng,297
579,Thịt lợn Chop,Meat,285,39.1,87.5,47.2,0,46.3,7,285,Bữa trưa,499
829,Da ua,Dairy,146,23,84.8,4.7,0.5,37.6,665,166,Bữa trưa,177
420,Da ua,Dairy,147,22.4,86.6,40.1,8.8,12.3,802,173,Bữa sáng,634
128,Quả dâu,Fruits,285,24.6,6,5.5,1.5,47.2,457,197,Bữa tối,897
663,Quả táo,Fruits,568,13.5,5.7,26.3,4.8,45,591,266,Bữa trưa,964
162,Phô mai,Dairy,498,2.5,88.4,17.1,2.4,34.1,824,147,Bữa sáng,742
538,Trà xanh,Beverages,541,14.1,53.7,43.9,0.2,17.5,526,83,Bữa tối,780
90,Quả nho,Fruits,333,40.4,32.3,31.1,3.3,2.9,577,58,Bữa phụ,212
391,Cà chua,Vegetables,557,28.5,17.3,13,5.6,12,892,68,Bữa tối,442
202,Cà phê,Beverages,189,38,76.9,17.9,6.4,4.6,656,280,Bữa phụ,510
509,Chip,Snack,105,12.6,19.2,18.9,7.6,22.9,430,101,Bữa trưa,608
707,Yến mạch,Grains,120,10.9,60.1,31.9,6.4,39.5,470,245,Bữa sáng,256
77,Quả nho,Fruits,331,36.7,65.7,35.9,3.9,30.2,869,124,Bữa tối,969
140,Bơ,Dairy,127,10.6,84.8,40.1,3.5,4.1,83,272,Bữa sáng,798
63,Da ua,Dairy,250,28.3,6.2,31.3,6.4,45,665,98,Bữa phụ,191
321,Quả cam,Fruits,168,31.9,32.5,17.2,2.8,33.7,643,218,Bữa phụ,221
794,Cà chua,Vegetables,69,33.2,7.8,8.1,3.9,27.6,493,82,Bữa tối,449
154,Thịt bò bít tết,Meat,476,17.8,49,3.7,6.5,48.8,945,156,Bữa sáng,674
360,Bông cải xanh,Vegetables,530,31.8,9.6,35.7,1,40.5,1,113,Bữa sáng,375
364,Cá hồi,Meat,567,38.9,60.9,24.7,0.2,24.7,575,133,Bữa tối,247
654,Bỏng ngô,Snack,168,26.2,22.9,34,4.1,18.5,432,58,Bữa phụ,576
462,Quả dâu,Fruits,172,28.3,91.7,12.2,8.3,44.9,922,100,Bữa phụ,150
13,Bông cải xanh,Vegetables,203,37.7,5.3,39.9,2.2,30.5,941,56,Bữa tối,113
67,Rau chân vịt,Vegetables,111,48.5,77.7,25.8,3.5,29,239,180,Bữa phụ,459
724,Sôcôla,Snack,556,25.8,39.2,32.2,5.3,23.7,750,280,Bữa sáng,398
816,Ức gà,Meat,160,4.1,88.8,11.1,9.5,2.6,870,293,Bữa phụ,945
12,Cơm,Grains,403,40.2,48.6,22.6,1,28.4,993,183,Bữa phụ,935
831,Thịt lợn Chop,Meat,475,43.8,57.8,24.6,8.7,32.9,267,267,Bữa tối,752
504,Quả táo,Fruits,277,36,13.8,22.1,5.6,36.5,287,188,Bữa trưa,225
798,Yến mạch,Grains,227,27.3,44.3,15.8,4.1,4.3,776,178,Bữa tối,896
110,Cà phê,Beverages,416,12.1,26.1,41.2,3.4,42.5,644,182,Bữa sáng,451
356,Thịt bò bít tết,Meat,71,31.9,79.3,42.3,6.7,9.9,360,182,Bữa phụ,135
484,Cá hồi,Meat,376,2.5,7.9,36.1,4.8,19.9,297,40,Bữa sáng,348
711,Nước cam,Beverages,379,9.5,90.7,21.3,4.8,44.9,790,14,Bữa phụ,703
21,Bánh mỳ,Grains,567,26.5,23.5,46.9,8.7,36.8,924,41,Bữa trưa,871
969,Nước,Beverages,497,43.7,34.7,10.3,1.1,42.5,191,138,Bữa sáng,183
50,Quả dâu,Fruits,310,34,56.9,2.4,8.9,6.9,752,190,Bữa phụ,452
342,Bánh mỳ,Grains,426,3.2,98,46.9,5.9,0.3,17,149,Bữa phụ,622
971,Bông cải xanh,Vegetables,83,10.6,62.5,31.1,6.6,21.4,349,161,Bữa tối,903
175,Sữa lắc,Beverages,551,43.9,41.8,2.7,8.8,45.8,407,131,Bữa phụ,991
424,Cá hồi,Meat,539,42.3,24.4,5.2,5,41.3,679,261,Bữa sáng,699
223,Cà rốt,Vegetables,541,33.4,99.4,28.1,7.1,23.4,979,170,Bữa sáng,888
738,Quả cam,Fruits,108,48.9,61.9,17.7,2.8,5.4,55,265,Bữa phụ,946
797,Nước cam,Beverages,352,44.1,78.8,35.2,9.9,24.5,473,163,Bữa phụ,871
602,Phô mai,Dairy,205,5.3,39.8,7.5,7.7,39.5,972,76,Bữa phụ,196
450,Mì ống,Grains,404,15.3,91.1,41.2,7.6,44.7,864,120,Bữa sáng,476
312,Quả cam,Fruits,436,29.7,54.9,38.9,2.5,35.4,161,295,Bữa trưa,523
281,Cà rốt,Vegetables,233,19.6,10.7,12.8,9.1,18.6,848,283,Bữa trưa,807
204,Quả táo,Fruits,445,20.2,90.4,44.1,6.3,8.5,377,87,Bữa trưa,555
618,Quinoa,Grains,473,33,45.8,24.1,5.9,30.8,801,28,Bữa phụ,808
200,Bông cải xanh,Vegetables,68,26.1,44.7,8.9,9.7,20.7,123,150,Bữa sáng,584
456,Khoai tây,Vegetables,236,37.6,29.6,2.5,3.8,12.4,723,212,Bữa trưa,202
135,Trứng,Meat,419,39.2,50.6,11.6,3,44.4,669,270,Bữa tối,138
354,Cà phê,Beverages,581,11.2,55.6,8.4,3.4,17,997,136,Bữa trưa,814
757,Chip,Snack,455,13.3,42.9,29.1,9.8,45.6,339,138,Bữa tối,996
665,Thịt bò bít tết,Meat,432,36.2,16.3,34.7,3.7,14,175,108,Bữa trưa,827
816,Quinoa,Grains,270,14.9,76.9,46.7,4.8,13.5,471,126,Bữa tối,347
697,Bánh mỳ,Grains,203,40.8,90.1,48.4,9.2,44.7,911,57,Bữa phụ,978
374,Mì ống,Grains,272,36.7,68.9,48,6.7,37,940,247,Bữa phụ,100
890,Cà phê,Beverages,464,17.2,35.7,24.2,9.1,22.1,358,256,Bữa sáng,628
136,Sữa lắc,Beverages,313,43.9,37.4,32.5,4,46.7,656,213,Bữa tối,534
660,Nước,Beverages,372,7.6,51.9,11.5,2.4,45.3,740,97,Bữa sáng,715
402,Nước cam,Beverages,550,38,23,4.7,7.2,16.1,20,95,Bữa sáng,994
811,Khoai tây,Vegetables,579,20.9,43.4,41.6,7.1,30.7,718,24,Bữa tối,470
195,Rau chân vịt,Vegetables,60,46.9,74,19.5,1.8,14.9,98,220,Bữa tối,310
446,Bơ,Dairy,463,42,9.9,46.5,0,15.3,282,56,Bữa phụ,389
476,Quả dâu,Fruits,587,17.6,92.5,1,0.6,10.2,195,135,Bữa trưa,930
219,Cookie,Snack,443,15.2,39.9,46.1,6.4,25.5,556,226,Bữa phụ,671
216,Thịt bò bít tết,Meat,74,20.2,61.9,13.9,5.9,16.1,490,244,Bữa sáng,860
501,Bông cải xanh,Vegetables,228,23.8,62.2,33,1.6,44.8,59,158,Bữa tối,722
993,Cơm,Grains,182,29.2,58.3,28.6,1.7,16.2,883,229,Bữa phụ,455
686,Sữa,Dairy,392,40,99.7,38.7,5.9,36.6,664,188,Bữa sáng,126
974,Bánh mỳ,Grains,311,44.8,14.7,3.1,1.3,10.7,60,251,Bữa sáng,844
586,Cà rốt,Vegetables,263,42.9,55.2,25.8,6.5,0.2,308,188,Bữa trưa,453
243,Quả nho,Fruits,101,37.6,78.2,9.1,8.8,20.9,595,5,Bữa trưa,939
914,Cookie,Snack,228,40.6,40.7,41.8,1.4,44.6,383,50,Bữa trưa,573
855,Rau chân vịt,Vegetables,551,15.1,87,17.6,9.5,30.8,43,88,Bữa sáng,324
551,Thịt lợn Chop,Meat,97,28.8,46.7,31.2,8.6,27.5,205,196,Bữa sáng,456
751,Bông cải xanh,Vegetables,464,15.9,55.4,38.3,7.3,19.5,23,173,Bữa trưa,950
959,Chip,Snack,437,47.7,14.2,31.4,4.8,7.1,332,99,Bữa sáng,149
84,Sữa,Dairy,551,44.8,59,14.8,0.6,9.3,905,166,Bữa tối,543
819,Bánh mỳ,Grains,95,25.9,74.5,12.6,4,5.7,564,186,Bữa phụ,536
260,Rau chân vịt,Vegetables,255,31.6,75.9,46,6.5,23.6,236,291,Bữa sáng,798
496,Thịt bò bít tết,Meat,316,32.8,47.1,12.7,1.1,27.5,209,170,Bữa phụ,497
81,Cà phê,Beverages,263,45.7,9.2,42.6,3.3,31.5,519,288,Bữa sáng,339
336,Thịt bò bít tết,Meat,186,35.2,15.6,3.5,9.3,19,435,84,Bữa tối,164
530,Thịt lợn Chop,Meat,567,12.3,80.9,1.9,9.9,14.4,664,43,Bữa phụ,352
441,Cà rốt,Vegetables,411,38.6,48.8,24.9,1.9,10.9,162,17,Bữa tối,729
217,Yến mạch,Grains,223,30.3,96,46,9.8,12.7,9,217,Bữa sáng,836
289,Phô mai,Dairy,532,23.7,36.3,48.5,3,3.7,351,205,Bữa phụ,831
903,Quả nho,Fruits,182,34.7,33.1,36.1,9.7,0.8,32,133,Bữa phụ,999
783,Trứng,Meat,182,37.8,21.2,36.6,9.2,43.1,980,69,Bữa tối,570
894,Cà rốt,Vegetables,103,40,18.8,20.5,9.1,8.7,874,2,Bữa sáng,216
908,Paneer,Dairy,88,3.6,8.4,45.6,5.5,20.8,47,7,Bữa sáng,889
807,Sữa,Dairy,515,27.2,17.3,41,3.6,25.3,722,257,Bữa phụ,740
516,Quinoa,Grains,363,12.3,11.7,44.5,5.1,48.1,245,211,Bữa phụ,383
736,Quả cam,Fruits,212,22,48.1,7.6,7.5,9.4,189,279,Bữa trưa,909
293,Sôcôla,Snack,426,40.4,16.4,16.5,6.6,26.8,203,262,Bữa trưa,775
645,Phô mai,Dairy,531,2.2,5.9,20.3,3.9,12.7,783,33,Bữa tối,913
413,Nước cam,Beverages,211,27.3,56.2,5.5,8,42.6,16,193,Bữa trưa,795
995,Quinoa,Grains,91,39.5,42.7,38.4,1.9,21.1,320,147,Bữa sáng,983
54,Chuối,Fruits,502,6.1,65.6,5.3,6.5,32,834,251,Bữa trưa,893
808,Quả táo,Fruits,191,20.5,23.5,37.6,7.5,37.6,656,114,Bữa trưa,368
555,Mì ống,Grains,313,2.2,84.6,22.9,3.3,46.9,164,255,Bữa sáng,562
18,Phô mai,Dairy,399,25,43.2,20.2,9.3,8.7,413,45,Bữa tối,528
90,Cá hồi,Meat,167,8.7,25.7,23.7,3.5,48.6,743,195,Bữa tối,116
911,Sữa lắc,Beverages,410,17,60,48.9,4.7,28.3,747,64,Bữa tối,484
151,Phô mai,Dairy,264,1,23.4,42.1,9.3,39.2,435,40,Bữa tối,705
795,Nước,Beverages,154,50,23.9,46,2.4,9,808,193,Bữa tối,716
562,Trứng,Meat,432,44.2,50.8,45.5,9.1,43.9,490,217,Bữa phụ,870
167,Ức gà,Meat,52,45.8,48.2,46.1,3.4,20,885,298,Bữa phụ,117
254,Hạt,Snack,145,10.3,63.4,41,3.7,2.7,833,236,Bữa sáng,717
923,Bánh mỳ,Grains,551,28.9,12.3,18.9,8.1,20.5,705,154,Bữa phụ,487
905,Hạt,Snack,561,35.4,59,23.5,0.3,25.6,271,224,Bữa phụ,518
992,Ức gà,Meat,236,44.9,84.8,18.6,3.6,47.8,389,202,Bữa tối,305
665,Bông cải xanh,Vegetables,560,34.6,52.5,30,8.3,41.2,369,102,Bữa trưa,221
641,Thịt bò bít tết,Meat,210,18.7,30.6,2.7,4.3,6.2,914,260,Bữa tối,243
673,Da ua,Dairy,570,22,23.6,27.8,9.9,39.6,822,203,Bữa tối,508
26,Quinoa,Grains,197,37.4,28,26,4.1,25.3,234,247,Bữa tối,639
919,Da ua,Dairy,200,40.6,52.5,12.5,4.3,13.8,875,26,Bữa phụ,413
591,Cà rốt,Vegetables,534,37.6,67.9,26.8,5.4,29.2,459,191,Bữa phụ,584
891,Quinoa,Grains,342,39,9.8,13.9,1.1,33.6,707,203,Bữa sáng,296
313,Quả cam,Fruits,560,16.7,33.7,39.1,4.3,5.5,546,286,Bữa phụ,152
69,Mì ống,Grains,431,11,17.6,15.8,4.6,35.3,484,11,Bữa tối,631
698,Trứng,Meat,53,48.1,47.1,24.5,0.6,27.3,773,217,Bữa phụ,262
402,Quả dâu,Fruits,266,24.8,73.4,33.7,1.8,39,442,247,Bữa trưa,942
432,Quinoa,Grains,75,45.2,11.5,45.7,1.8,16.2,653,176,Bữa sáng,580
351,Yến mạch,Grains,359,16,64.3,1.9,8.1,10.4,73,58,Bữa phụ,473
934,Thịt bò bít tết,Meat,112,36.1,87.9,19.2,5.4,25.6,71,180,Bữa tối,909
954,Cà rốt,Vegetables,133,36.9,37.8,3.8,8.3,7.8,922,152,Bữa phụ,944
642,Mì ống,Grains,428,14.4,5.8,37.5,8.9,21.2,238,84,Bữa tối,203
111,Ức gà,Meat,261,1.6,97.9,1.4,1.5,16.2,433,291,Bữa trưa,392
217,Yến mạch,Grains,301,22.1,24.9,38.6,7.9,37.7,67,30,Bữa tối,242
577,Bỏng ngô,Snack,131,18.4,91.3,29,3.8,18.7,942,94,Bữa trưa,888
288,Chuối,Fruits,347,3.4,33.7,9.5,6.8,33,506,297,Bữa sáng,337
385,Yến mạch,Grains,274,29.9,37.9,11.2,4.9,24.9,882,23,Bữa trưa,908
69,Chip,Snack,215,22.3,31.3,38.3,9.1,21.4,712,283,Bữa sáng,979
280,Ức gà,Meat,328,31.4,25.1,18.1,2.3,11.9,54,80,Bữa phụ,807
651,Quả nho,Fruits,304,21.9,87.8,39.3,0.6,16.4,159,276,Bữa sáng,354
22,Trứng,Meat,178,46.9,58.1,17.6,8.2,0.3,70,232,Bữa phụ,893
310,Hạt,Snack,254,36.7,14.7,5.4,5.7,5.6,597,227,Bữa phụ,660
505,Bơ,Dairy,247,24.1,41.2,14,7.8,6.8,766,194,Bữa phụ,526
287,Quinoa,Grains,582,16.4,23.5,27.7,9.9,49.4,411,195,Bữa tối,844
483,Thịt bò bít tết,Meat,464,45.6,93.8,48.9,5.6,1.4,505,244,Bữa tối,852
541,Quả dâu,Fruits,376,17.9,51.8,20,1.3,25.1,77,299,Bữa trưa,497
388,Bánh mỳ,Grains,522,10.8,51.9,11.1,9.7,7.9,851,185,Bữa trưa,540
216,Quả nho,Fruits,398,39.8,52,14,2.4,9.8,802,247,Bữa sáng,163
915,Quả dâu,Fruits,412,19.7,31.9,40.5,5.2,16.9,900,224,Bữa trưa,437
783,Bỏng ngô,Snack,269,13.6,14.1,3,5.6,31.7,375,108,Bữa tối,672
354,Chuối,Fruits,134,17.1,63.9,21.7,9.2,17,749,7,Bữa tối,835
798,Nước cam,Beverages,488,27.5,96.7,19,5.4,8.4,36,154,Bữa tối,282
424,Mì ống,Grains,143,45.7,38.4,30.9,8.4,29,6,107,Bữa sáng,329
34,Paneer,Dairy,279,12,20,3.6,8.3,10.2,951,3,Bữa trưa,191
571,Nước,Beverages,350,38.1,20.5,22.7,2.9,11.6,837,262,Bữa trưa,147
529,Cá hồi,Meat,506,1.5,16.7,23.3,3.1,2.8,808,185,Bữa phụ,367
338,Quả cam,Fruits,83,24.1,15.8,21.7,0.6,10.4,103,81,Bữa sáng,859
477,Bỏng ngô,Snack,379,23.9,55.8,44.4,8.3,48.1,817,162,Bữa trưa,255
621,Cà rốt,Vegetables,346,46.5,92.5,6.2,8.4,5.1,552,265,Bữa sáng,491
263,Nước,Beverages,288,30.8,85.7,33.3,5.1,5.2,818,55,Bữa phụ,927
466,Trứng,Meat,160,37.4,88.9,31,4.8,43,48,100,Bữa tối,205
87,Bơ,Dairy,299,11.3,57.9,32.9,4.3,46.4,857,250,Bữa sáng,875
188,Bơ,Dairy,370,10.4,11.7,34.9,6.9,38.2,779,288,Bữa tối,352
657,Quả cam,Fruits,167,34,35.5,47,7.6,37.4,63,116,Bữa phụ,459
403,Bỏng ngô,Snack,401,15.3,91.8,41.6,1.5,37.8,79,205,Bữa trưa,770
686,Cà phê,Beverages,568,18.5,44.3,10.2,4.1,45,263,298,Bữa trưa,557
65,Trà xanh,Beverages,117,47.7,99.3,38.8,6.2,14.4,197,290,Bữa sáng,461
787,Sữa,Dairy,220,39.2,70.5,10.8,7.9,3.1,348,6,Bữa tối,517
181,Thịt bò bít tết,Meat,231,35.3,96,47.8,1,41.4,937,232,Bữa phụ,647
598,Sữa lắc,Beverages,483,1.2,87.1,25.4,0.3,31.4,321,268,Bữa phụ,218
165,Quả cam,Fruits,232,9,44.7,47.7,5.2,34,329,166,Bữa trưa,854
929,Nước cam,Beverages,532,30.7,67.2,18.6,5,0.9,280,123,Bữa trưa,515
324,Sôcôla,Snack,321,6.9,46.4,2.8,7.9,2.7,386,79,Bữa phụ,122
940,Sữa,Dairy,211,16.4,21.6,21.5,6.3,42,803,21,Bữa phụ,498
251,Thịt lợn Chop,Meat,336,26.5,91.5,35.5,9.9,29.3,29,188,Bữa trưa,729
975,Quả nho,Fruits,479,18.8,27.9,15.1,7.8,36.1,411,120,Bữa sáng,355
51,Sữa,Dairy,236,22.4,31.5,24.7,4.1,35.7,718,278,Bữa trưa,989
642,Cà phê,Beverages,355,25,99,49.4,6.3,41.7,668,242,Bữa phụ,702
831,Trà xanh,Beverages,353,25,62.7,16.2,8.3,12.5,614,199,Bữa sáng,937
673,Thịt bò bít tết,Meat,567,16.3,72,7.5,8.8,14.8,306,217,Bữa sáng,259
629,Bỏng ngô,Snack,514,46.7,90.5,34.2,5.4,48.9,475,59,Bữa tối,818
608,Nước cam,Beverages,509,23.4,8.5,40.4,3.4,3.8,884,293,Bữa trưa,177
85,Thịt bò bít tết,Meat,494,34.4,90.6,7.4,1.9,46.3,513,192,Bữa tối,604
786,Cơm,Grains,377,43.5,19.8,47.3,1.5,0.8,424,54,Bữa phụ,394
926,Cơm,Grains,425,35.6,93.5,31.7,6.4,48.9,491,145,Bữa phụ,132
834,Cá hồi,Meat,556,29.3,42.6,2.4,6.3,3,479,188,Bữa tối,694
570,Bơ,Dairy,476,33.9,22.5,31.8,2.8,45.6,696,235,Bữa trưa,609
727,Phô mai,Dairy,323,25.1,60.6,18.4,9,10.5,114,135,Bữa tối,428
575,Quả dâu,Fruits,377,49.2,34.8,26.2,3.5,32.3,614,167,Bữa trưa,723
549,Bơ,Dairy,465,40.2,77.4,46.9,0.1,19.5,650,234,Bữa sáng,772
625,Sôcôla,Snack,267,4.9,71.3,42,0.3,33.2,14,100,Bữa sáng,240
287,Nước,Beverages,98,41.6,84.4,25.2,4.7,6.8,297,286,Bữa sáng,512
91,Chip,Snack,216,25.2,86.9,24.1,6.1,9.3,585,237,Bữa sáng,864
849,Quinoa,Grains,382,6,21.2,34.3,3,46,585,211,Bữa trưa,190
131,Quả cam,Fruits,323,44.9,33.3,48.4,7.7,19.5,896,59,Bữa tối,223
442,Nước cam,Beverages,398,39.6,20,36.5,8.9,45.2,338,184,Bữa trưa,834
380,Chip,Snack,491,13.6,56.7,5.4,0.1,27.4,611,172,Bữa trưa,633
358,Cookie,Snack,52,21.5,18.5,11.8,8.9,37.5,289,104,Bữa tối,596
52,Yến mạch,Grains,211,47.6,91.3,16,4.6,38.7,782,247,Bữa trưa,608
260,Paneer,Dairy,144,17.5,66.4,43,0.3,44.1,720,174,Bữa phụ,683
462,Nước,Beverages,235,6.2,63.4,15.9,0.6,27.6,277,231,Bữa trưa,389
678,Trà xanh,Beverages,65,46.2,6.3,37.4,2,30.6,747,90,Bữa tối,567
270,Sữa lắc,Beverages,569,13.2,46.8,25,2.5,41.3,558,265,Bữa tối,509
15,Trứng,Meat,493,7.7,39.1,31,2.1,15.3,945,216,Bữa tối,170
273,Bỏng ngô,Snack,191,6.7,26.2,9.4,6.5,21.5,393,194,Bữa phụ,687
416,Quả táo,Fruits,154,22.9,74.3,31.3,7,0.7,475,169,Bữa sáng,566
502,Cơm,Grains,546,1.1,82.8,20.3,9.7,30,396,163,Bữa tối,117
875,Nước cam,Beverages,61,22.5,78.9,19.2,8.7,3.8,118,180,Bữa phụ,145
695,Ức gà,Meat,475,46.8,36.1,8.1,5.1,4.7,810,112,Bữa phụ,300
